prompt_id,error_type,prompt_tokens,chosen_tokens,rejected_tokens,length_delta,normalized_length_delta,token_edit_distance,step_count_delta,final_answer_correct,numeric_delta,error_node_depth,num_nodes_changed,num_edges_changed,op,dag_depth
19_p22,computation,122,134,134,0,0.0,8,0,False,2.0,,,,10,2
17_p0,computation,133,235,235,0,0.0,14,0,False,-1.0,,,,10,2
14_p22,computation,129,255,259,4,0.01568627450980392,9,0,False,-0.5,,,,10,2
12_p26,computation,139,249,249,0,0.0,12,0,False,-1.0,,,,10,2
10_p40,computation,130,145,145,0,0.0,8,0,False,1.0,,,,10,2
20_p1,computation,121,144,144,0,0.0,8,0,False,4.0,,,,10,2
8_p31,computation,125,138,138,0,0.0,4,0,False,1.0,,,,10,2
8_p25,computation,126,146,146,0,0.0,8,0,False,-1.0,,,,10,2
11_p21,computation,123,267,271,4,0.0149812734082397,13,0,False,-0.27300000000000013,,,,10,2
16_p17,computation,130,268,272,4,0.014925373134328358,7,0,False,-0.07699999999999996,,,,10,2
3_p45,computation,126,142,142,0,0.0,10,0,False,2.0,,,,10,2
10_p37,computation,128,140,140,0,0.0,8,0,False,-1.0,,,,10,2
10_p26,computation,130,259,267,8,0.03088803088803089,11,0,False,1.3330000000000002,,,,10,2
8_p41,computation,124,237,237,0,0.0,5,0,False,1.0,,,,10,2
19_p45,computation,127,253,253,0,0.0,5,0,False,1.0,,,,10,2
0_p34,computation,122,134,134,0,0.0,8,0,False,1.0,,,,10,2
19_p12,computation,127,261,265,4,0.01532567049808429,15,0,False,-0.4289999999999998,,,,10,2
21_p14,computation,138,253,257,4,0.015810276679841896,15,0,False,6.0,,,,10,2
5_p30,computation,123,259,267,8,0.03088803088803089,11,0,False,-1.334,,,,10,2
15_p32,computation,121,126,126,0,0.0,9,0,False,2.0,,,,10,2
1_p17,computation,124,128,128,0,0.0,6,0,False,1.0,,,,10,2
19_p31,computation,128,140,140,0,0.0,8,0,False,1.0,,,,10,2
13_p43,computation,128,254,261,7,0.027559055118110236,15,0,False,-2.0,,,,10,2
15_p15,computation,126,155,155,0,0.0,5,0,False,1.0,,,,10,2
6_p21,computation,131,146,146,0,0.0,8,0,False,1.0,,,,10,2
10_p44,computation,123,260,260,0,0.0,4,0,False,1.0,,,,10,2
11_p28,computation,123,134,134,0,0.0,8,0,False,1.0,,,,10,2
6_p36,computation,130,268,272,4,0.014925373134328358,13,0,False,-0.375,,,,10,2
0_p39,computation,128,231,231,0,0.0,14,0,False,-1.0,,,,10,2
16_p43,computation,123,134,134,0,0.0,10,0,False,-2.0,,,,10,2
3_p38,computation,133,144,144,0,0.0,10,0,False,2.0,,,,10,2
9_p27,computation,130,146,146,0,0.0,10,0,False,2.0,,,,10,2
12_p38,computation,127,140,140,0,0.0,6,0,False,1.0,,,,10,2
16_p39,computation,137,249,253,4,0.01606425702811245,15,0,False,5.0,,,,10,2
11_p8,computation,128,140,140,0,0.0,8,0,False,-1.0,,,,10,2
13_p26,computation,126,136,136,0,0.0,11,0,False,3.0,,,,10,2
19_p36,computation,124,128,128,0,0.0,9,0,False,2.0,,,,10,2
7_p6,computation,126,154,154,0,0.0,8,0,False,2.0,,,,10,2
10_p44,computation,120,250,254,4,0.016,7,0,False,-0.667,,,,10,2
11_p22,computation,141,255,263,8,0.03137254901960784,19,0,False,-0.5714290000000002,,,,10,2
17_p47,computation,121,143,143,0,0.0,8,0,False,2.0,,,,10,2
0_p16,computation,132,254,254,0,0.0,5,0,False,1.0,,,,10,2
2_p6,computation,131,143,143,0,0.0,4,0,False,1.0,,,,10,2
20_p4,computation,130,145,145,0,0.0,7,0,False,4.0,,,,10,2
8_p40,computation,135,175,175,0,0.0,8,0,False,1.0,,,,10,2
6_p15,computation,128,140,140,0,0.0,8,0,False,1.0,,,,10,2
9_p8,computation,131,143,143,0,0.0,4,0,False,-1.0,,,,10,2
0_p17,computation,132,234,234,0,0.0,12,0,False,1.0,,,,10,2
2_p23,computation,131,129,129,0,0.0,11,0,False,3.0,,,,10,2
7_p44,computation,127,142,142,0,0.0,8,0,False,4.0,,,,10,2
15_p1,computation,136,149,149,0,0.0,8,0,False,-1.0,,,,10,2
18_p21,computation,125,141,141,0,0.0,4,0,False,1.0,,,,10,2
3_p43,computation,138,155,155,0,0.0,10,0,False,2.0,,,,10,2
0_p13,computation,134,258,258,0,0.0,13,0,False,-2.0,,,,10,2
18_p9,computation,133,148,148,0,0.0,9,0,False,-5.0,,,,10,2
14_p10,computation,131,267,271,4,0.0149812734082397,5,0,False,0.6000000000000001,,,,10,2
6_p7,computation,124,273,269,-4,-0.014652014652014652,5,-1,False,1.0,,,,10,2
3_p29,computation,125,261,269,8,0.03065134099616858,9,0,False,0.16599999999999993,,,,10,2
16_p27,computation,134,143,143,0,0.0,8,0,False,1.0,,,,10,2
17_p22,computation,128,255,259,4,0.01568627450980392,9,0,False,-0.5,,,,10,2
16_p23,computation,132,141,141,0,0.0,9,0,False,2.0,,,,10,2
12_p31,computation,138,163,163,0,0.0,6,0,False,1.0,,,,10,2
12_p47,computation,129,145,145,0,0.0,10,0,False,-4.0,,,,10,2
15_p34,computation,132,233,233,0,0.0,14,0,False,-1.0,,,,10,2
18_p7,computation,134,143,143,0,0.0,8,0,False,1.0,,,,10,2
21_p32,computation,134,144,144,0,0.0,6,0,False,1.0,,,,10,2
7_p40,computation,128,230,230,0,0.0,10,0,False,-1.0,,,,10,2
20_p18,computation,137,147,147,0,0.0,8,0,False,1.0,,,,10,2
0_p13,computation,130,145,145,0,0.0,9,0,False,4.0,,,,10,2
5_p30,computation,131,143,143,0,0.0,8,0,False,1.0,,,,10,2
4_p43,computation,121,138,138,0,0.0,5,0,False,1.0,,,,10,2
6_p28,computation,131,144,144,0,0.0,7,0,False,2.0,,,,10,2
3_p36,computation,141,147,147,0,0.0,2,0,False,1.0,,,,10,2
16_p36,computation,131,233,233,0,0.0,10,0,False,-1.0,,,,10,2
13_p22,computation,138,253,257,4,0.015810276679841896,15,0,False,-0.2857142857142858,,,,10,2
16_p27,computation,133,148,148,0,0.0,7,0,False,2.0,,,,10,2
6_p0,computation,129,265,269,4,0.01509433962264151,5,0,False,0.375,,,,10,2
21_p16,computation,132,145,145,0,0.0,10,0,False,5.0,,,,10,2
9_p16,computation,140,147,147,0,0.0,8,0,False,1.0,,,,10,2
11_p1,computation,138,255,259,4,0.01568627450980392,15,0,False,-0.375,,,,10,2
18_p30,computation,134,144,144,0,0.0,8,0,False,1.0,,,,10,2
1_p13,computation,128,140,140,0,0.0,8,0,False,1.0,,,,10,2
7_p31,computation,139,243,247,4,0.01646090534979424,13,0,False,-0.75,,,,10,2
3_p41,computation,133,146,146,0,0.0,5,0,False,1.0,,,,10,2
4_p28,computation,129,145,145,0,0.0,10,0,False,2.0,,,,10,2
19_p31,computation,142,149,149,0,0.0,10,0,False,3.0,,,,10,2
20_p1,computation,133,146,146,0,0.0,8,0,False,2.0,,,,10,2
21_p6,computation,137,249,253,4,0.01606425702811245,15,0,False,-0.5,,,,10,2
13_p7,computation,137,249,257,8,0.0321285140562249,19,0,False,-0.6669999999999998,,,,10,2
3_p20,computation,138,149,149,0,0.0,8,0,False,3.0,,,,10,2
9_p18,computation,130,145,145,0,0.0,8,0,False,-2.0,,,,10,2
2_p26,computation,133,233,233,0,0.0,12,0,False,1.0,,,,10,2
7_p34,computation,130,250,250,0,0.0,12,0,False,-1.0,,,,10,2
19_p6,computation,139,148,148,0,0.0,5,0,False,-1.0,,,,10,2
16_p24,computation,127,142,142,0,0.0,8,0,False,1.0,,,,10,2
7_p43,computation,144,251,251,0,0.0,12,0,False,-1.0,,,,10,2
21_p20,computation,138,247,247,0,0.0,10,0,False,-1.0,,,,10,2
1_p12,computation,132,161,161,0,0.0,7,0,False,1.0,,,,10,2
13_p20,computation,131,253,257,4,0.015810276679841896,13,0,False,-0.25,,,,10,2
19_p18,computation,138,253,257,4,0.015810276679841896,17,0,False,-0.3999999999999999,,,,10,2
15_p8,computation,137,253,261,8,0.03162055335968379,19,0,False,-0.5714290000000002,,,,10,2
18_p42,computation,144,266,274,8,0.03007518796992481,18,0,False,-0.3340000000000001,,,,10,2
17_p43,computation,129,146,146,0,0.0,6,0,False,-1.0,,,,10,2
10_p27,computation,131,159,159,0,0.0,6,0,False,1.0,,,,10,2
1_p44,computation,133,263,263,0,0.0,5,0,False,1.0,,,,10,2
11_p20,computation,130,157,157,0,0.0,8,0,False,1.0,,,,10,2
7_p11,computation,145,150,150,0,0.0,6,0,False,1.0,,,,10,2
7_p19,computation,136,149,149,0,0.0,6,0,False,4.0,,,,10,2
0_p9,computation,140,149,149,0,0.0,8,0,False,1.0,,,,10,2
18_p21,computation,154,255,255,0,0.0,12,0,False,-2.0,,,,10,2
9_p20,computation,144,143,143,0,0.0,7,0,False,1.0,,,,10,2
1_p10,computation,136,249,249,0,0.0,12,0,False,-1.0,,,,10,2
5_p43,computation,146,150,150,0,0.0,8,0,False,1.0,,,,10,2
8_p27,computation,130,146,146,0,0.0,4,0,False,-1.0,,,,10,2
0_p41,computation,138,149,149,0,0.0,10,0,False,3.0,,,,10,2
4_p1,computation,142,152,152,0,0.0,6,0,False,4.0,,,,10,2
1_p42,computation,141,255,259,4,0.01568627450980392,15,0,False,-0.5714285714299998,,,,10,2
4_p17,computation,137,249,257,8,0.0321285140562249,19,0,False,-0.6669999999999998,,,,10,2
18_p12,computation,135,146,146,0,0.0,6,0,False,-4.0,,,,10,2
4_p10,computation,131,257,261,4,0.01556420233463035,13,0,False,-0.7999999999999998,,,,10,2
18_p5,computation,136,137,137,0,0.0,6,0,False,1.0,,,,10,2
22_p3,computation,132,244,252,8,0.03278688524590164,19,0,False,-0.3340000000000001,,,,10,2
17_p32,computation,146,263,267,4,0.015209125475285171,9,0,False,-0.5,,,,10,2
17_p42,computation,132,140,140,0,0.0,9,0,False,4.0,,,,10,2
8_p44,computation,129,248,252,4,0.016129032258064516,13,0,False,6.0,,,,10,2
1_p16,computation,135,147,147,0,0.0,4,0,False,2.0,,,,10,2
1_p28,computation,145,148,148,0,0.0,10,0,False,2.0,,,,10,2
0_p41,computation,142,146,146,0,0.0,10,0,False,2.0,,,,10,2
12_p43,computation,135,249,249,0,0.0,12,0,False,-2.0,,,,10,2
17_p47,computation,140,146,146,0,0.0,8,0,False,1.0,,,,10,2
19_p43,computation,126,142,142,0,0.0,7,0,False,1.0,,,,10,2
7_p47,computation,146,255,255,0,0.0,10,0,False,-1.0,,,,10,2
1_p26,computation,139,148,148,0,0.0,8,0,False,-1.0,,,,10,2
16_p13,computation,135,264,268,4,0.015151515151515152,16,0,False,-0.4289999999999998,,,,10,2
3_p40,computation,132,260,264,4,0.015384615384615385,13,0,False,-0.14300000000000002,,,,10,2
22_p22,computation,140,249,257,8,0.0321285140562249,19,0,False,-0.6669999999999998,,,,10,2
16_p39,computation,137,250,254,4,0.016,15,0,False,-0.5714285714299998,,,,10,2
19_p32,computation,131,250,256,6,0.024,17,0,False,-0.5699999999999998,,,,10,2
9_p31,computation,141,255,259,4,0.01568627450980392,15,0,False,-0.4289999999999998,,,,10,2
11_p6,computation,139,148,148,0,0.0,10,0,False,4.0,,,,10,2
21_p21,computation,140,147,147,0,0.0,6,0,False,1.0,,,,10,2
20_p47,computation,153,141,141,0,0.0,5,0,False,1.0,,,,10,2
9_p20,computation,145,250,250,0,0.0,12,0,False,-1.0,,,,10,2
7_p2,computation,139,307,311,4,0.013029315960912053,7,0,False,-0.7999999999999998,,,,10,2
6_p10,computation,139,145,145,0,0.0,10,0,False,2.0,,,,10,2
2_p14,computation,134,143,143,0,0.0,6,0,False,1.0,,,,10,2
8_p34,computation,136,265,273,8,0.03018867924528302,11,0,False,-1.334,,,,10,2
12_p30,computation,138,263,267,4,0.015209125475285171,7,0,False,-0.3076923076923075,,,,10,2
17_p9,computation,147,143,143,0,0.0,5,0,False,1.0,,,,10,2
8_p24,computation,143,145,145,0,0.0,10,0,False,-2.0,,,,10,2
14_p28,computation,142,149,149,0,0.0,8,0,False,-6.0,,,,10,2
14_p14,computation,144,267,271,4,0.0149812734082397,9,0,False,-0.5,,,,10,2
20_p41,computation,137,239,239,0,0.0,12,0,False,-1.0,,,,10,2
2_p42,computation,139,149,149,0,0.0,4,0,False,1.0,,,,10,2
5_p20,computation,145,263,263,0,0.0,5,0,False,-1.0,,,,10,2
4_p24,computation,140,175,175,0,0.0,6,0,False,1.0,,,,10,2
15_p31,computation,144,275,271,-4,-0.014545454545454545,5,-1,False,1.0,,,,10,2
19_p42,computation,150,152,152,0,0.0,10,0,False,2.0,,,,10,2
13_p20,computation,150,149,149,0,0.0,11,0,False,-3.0,,,,10,2
19_p16,computation,137,142,142,0,0.0,8,0,False,1.0,,,,10,2
17_p42,computation,153,151,151,0,0.0,8,0,False,2.0,,,,10,2
7_p18,computation,146,149,149,0,0.0,8,0,False,1.0,,,,10,2
8_p41,computation,141,244,244,0,0.0,13,0,False,-1.0,,,,10,2
8_p3,computation,139,148,148,0,0.0,12,0,False,-3.0,,,,10,2
10_p29,computation,137,142,142,0,0.0,10,0,False,-2.0,,,,10,2
17_p4,computation,150,148,148,0,0.0,10,0,False,2.0,,,,10,2
1_p41,computation,143,146,146,0,0.0,10,0,False,2.0,,,,10,2
5_p37,computation,140,242,246,4,0.01652892561983471,11,0,False,0.7999999999999998,,,,10,2
19_p8,computation,151,248,248,0,0.0,12,0,False,-1.0,,,,10,2
21_p32,computation,134,140,140,0,0.0,7,0,False,1.0,,,,10,2
14_p17,computation,150,140,140,0,0.0,6,0,False,1.0,,,,10,2
10_p25,computation,142,148,148,0,0.0,8,0,False,2.0,,,,10,2
3_p20,computation,142,139,139,0,0.0,6,0,False,1.0,,,,10,2
6_p16,computation,156,152,152,0,0.0,6,0,False,1.0,,,,10,2
13_p24,computation,141,244,244,0,0.0,12,0,False,-1.0,,,,10,2
22_p47,computation,144,263,271,8,0.030418250950570342,11,0,False,-1.334,,,,10,2
9_p41,computation,168,251,251,0,0.0,14,0,False,-1.0,,,,10,2
10_p46,computation,140,145,145,0,0.0,8,0,False,-1.0,,,,10,2
18_p42,computation,143,146,146,0,0.0,10,0,False,-2.0,,,,10,2
11_p10,computation,154,261,269,8,0.03065134099616858,19,0,False,-0.5714290000000002,,,,10,2
4_p20,computation,151,268,264,-4,-0.014925373134328358,5,-1,False,1.0,,,,10,2
7_p13,computation,144,145,145,0,0.0,8,0,False,1.0,,,,10,2
3_p36,computation,145,149,149,0,0.0,10,0,False,2.0,,,,10,2
13_p9,computation,145,142,142,0,0.0,8,0,False,1.0,,,,10,2
3_p0,computation,155,262,262,0,0.0,10,0,False,-1.0,,,,10,2
21_p4,computation,162,250,250,0,0.0,10,0,False,-1.0,,,,10,2
0_p3,computation,150,244,244,0,0.0,10,0,False,-1.0,,,,10,2
1_p39,computation,167,133,133,0,0.0,6,0,False,1.0,,,,10,2
10_p0,computation,154,262,262,0,0.0,11,0,False,-1.0,,,,10,2
15_p17,computation,146,149,149,0,0.0,11,0,False,3.0,,,,10,2
6_p16,computation,156,262,262,0,0.0,10,0,False,1.0,,,,10,2
11_p40,computation,156,134,134,0,0.0,10,0,False,5.0,,,,10,2
15_p4,computation,147,148,148,0,0.0,8,0,False,1.0,,,,10,2
22_p45,computation,143,145,145,0,0.0,10,0,False,-2.0,,,,10,2
9_p21,computation,160,248,248,0,0.0,10,0,False,1.0,,,,10,2
5_p10,computation,156,260,260,0,0.0,12,0,False,-1.0,,,,10,2
5_p17,computation,161,297,305,8,0.026936026936026935,11,0,False,-1.334,,,,10,2
17_p37,computation,152,135,135,0,0.0,11,0,False,2.0,,,,10,2
8_p1,computation,157,131,131,0,0.0,4,0,False,-1.0,,,,10,2
20_p36,computation,160,267,271,4,0.0149812734082397,15,0,False,-0.4285714285714284,,,,10,2
12_p37,computation,147,148,148,0,0.0,8,0,False,1.0,,,,10,2
6_p36,computation,155,252,252,0,0.0,10,0,False,-1.0,,,,10,2
7_p1,computation,158,150,150,0,0.0,9,0,False,2.0,,,,10,2
10_p26,computation,164,265,269,4,0.01509433962264151,15,0,False,-0.5714285714299998,,,,10,2
5_p16,computation,156,256,256,0,0.0,12,0,False,-1.0,,,,10,2
5_p0,computation,162,264,268,4,0.015151515151515152,5,0,False,0.6000000000000001,,,,10,2
11_p9,computation,175,133,133,0,0.0,6,0,False,1.0,,,,10,2
11_p33,computation,170,286,286,0,0.0,3,0,False,1.0,,,,10,2
21_p36,computation,179,132,132,0,0.0,10,0,False,4.0,,,,10,2
1_p37,computation,170,268,272,4,0.014925373134328358,17,0,False,-0.7999999999999998,,,,10,2
11_p33,computation,170,241,241,0,0.0,5,0,False,-1.0,,,,10,2
3_p12,computation,187,146,146,0,0.0,11,0,False,3.0,,,,10,2
12_p6,computation,172,140,140,0,0.0,6,0,False,1.0,,,,10,2
22_p38,computation,174,139,139,0,0.0,11,0,False,-4.0,,,,10,2
13_p32,computation,195,133,133,0,0.0,8,0,False,1.0,,,,10,2
16_p38,computation,181,139,139,0,0.0,9,0,False,-1.0,,,,10,2
22_p41,computation,203,134,134,0,0.0,9,0,False,2.0,,,,10,2
3_p20,computation,190,150,150,0,0.0,7,0,False,1.0,,,,10,2
9_p5,computation,185,133,133,0,0.0,10,0,False,-1.0,,,,10,2
4_p37,computation,204,258,266,8,0.031007751937984496,11,0,False,-1.334,,,,10,2
14_p34,computation,206,238,238,0,0.0,12,0,False,-1.0,,,,10,2
4,computation,208,163,163,0,0.0,7,0,False,1.0,,,,10,2
15_p13,computation,196,141,141,0,0.0,6,0,False,1.0,,,,10,2
0_p11,computation,189,129,129,0,0.0,6,0,False,1.0,,,,10,2
19_p40,computation,205,131,131,0,0.0,8,0,False,2.0,,,,10,2
12_p18,computation,215,131,131,0,0.0,6,0,False,1.0,,,,10,2
3_p24,computation,212,133,133,0,0.0,6,0,False,1.0,,,,10,2
3_p19,computation,198,241,241,0,0.0,12,0,False,-1.0,,,,10,2
9_p27,computation,220,131,131,0,0.0,8,0,False,2.0,,,,10,2
18_p4,computation,230,134,134,0,0.0,6,0,False,1.0,,,,10,2
14_p25,computation,204,249,253,4,0.01606425702811245,15,0,False,-0.375,,,,10,2
13_p25,computation,223,236,236,0,0.0,16,0,False,4.0,,,,10,2
16_p21,computation,230,248,248,0,0.0,11,0,False,-1.0,,,,10,2
20_p45,computation,213,148,148,0,0.0,11,0,False,3.0,,,,10,2
22_p3,computation,216,135,135,0,0.0,2,0,False,-4.0,,,,10,2
4_p40,computation,204,123,123,0,0.0,4,0,False,1.0,,,,10,2
18_p13,computation,235,146,146,0,0.0,9,0,False,2.0,,,,10,2
4_p9,computation,224,146,146,0,0.0,8,0,False,1.0,,,,10,2
11_p11,computation,218,132,132,0,0.0,6,0,False,1.0,,,,10,2
14_p41,computation,218,146,146,0,0.0,9,0,False,1.0,,,,10,2
18_p40,computation,202,156,156,0,0.0,11,0,False,-3.0,,,,10,2
4_p46,computation,238,133,133,0,0.0,10,0,False,1.0,,,,10,2
21_p37,computation,242,143,143,0,0.0,9,0,False,1.0,,,,10,2
11_p44,computation,237,143,143,0,0.0,8,0,False,1.0,,,,10,2
20_p34,computation,220,140,140,0,0.0,9,0,False,1.0,,,,10,2
7_p27,computation,232,241,241,0,0.0,14,0,False,-4.0,,,,10,2
15_p3,computation,221,244,244,0,0.0,12,0,False,-1.0,,,,10,2
9_p43,computation,258,131,131,0,0.0,10,0,False,1.0,,,,10,2
1_p16,computation,224,124,124,0,0.0,6,0,False,1.0,,,,10,2
4_p40,computation,236,147,147,0,0.0,8,0,False,-2.0,,,,10,2
0_p12,computation,252,248,248,0,0.0,10,0,False,-1.0,,,,10,2
7_p2,computation,221,152,152,0,0.0,7,0,False,4.0,,,,10,2
10_p36,computation,250,146,146,0,0.0,4,0,False,1.0,,,,10,2
6_p28,computation,230,137,137,0,0.0,7,0,False,-2.0,,,,10,2
7_p37,computation,251,163,163,0,0.0,5,0,False,-2.0,,,,10,2
11_p8,computation,269,131,131,0,0.0,6,0,False,1.0,,,,10,2
16_p22,computation,278,142,142,0,0.0,8,0,False,1.0,,,,10,2
0_p6,computation,275,141,141,0,0.0,7,0,False,1.0,,,,10,2
3_p20,computation,246,138,138,0,0.0,8,0,False,1.0,,,,10,2
16_p14,computation,272,133,133,0,0.0,4,0,False,1.0,,,,10,2
15_p17,computation,259,132,132,0,0.0,6,0,False,1.0,,,,10,2
8_p15,computation,278,251,251,0,0.0,3,0,False,-2.0,,,,10,2
9_p20,computation,271,145,145,0,0.0,6,0,False,1.0,,,,10,2
21_p27,computation,281,140,140,0,0.0,8,0,False,1.0,,,,10,2
9_p32,computation,293,238,238,0,0.0,10,0,False,-1.0,,,,10,2
15_p1,computation,277,143,143,0,0.0,10,0,False,3.0,,,,10,2
14_p20,computation,266,145,145,0,0.0,11,0,False,2.0,,,,10,2
15_p24,computation,259,155,155,0,0.0,8,0,False,1.0,,,,10,2
15_p11,computation,297,128,128,0,0.0,4,0,False,1.0,,,,10,2
12_p4,computation,285,133,133,0,0.0,4,0,False,1.0,,,,10,2
11_p29,computation,298,243,243,0,0.0,12,0,False,-1.0,,,,10,2
3_p30,computation,287,131,131,0,0.0,4,0,False,1.0,,,,10,2
3_p17,computation,292,126,126,0,0.0,8,0,False,1.0,,,,10,2
19,computation,292,130,130,0,0.0,8,0,False,1.0,,,,10,2
0_p2,computation,324,133,133,0,0.0,6,0,False,1.0,,,,10,2
7_p42,computation,293,133,133,0,0.0,6,0,False,1.0,,,,10,2
12_p11,computation,311,139,139,0,0.0,8,0,False,1.0,,,,10,2
11_p25,computation,319,158,158,0,0.0,6,0,False,1.0,,,,10,2
18_p31,computation,317,145,145,0,0.0,7,0,False,1.0,,,,10,2
20_p25,computation,329,239,239,0,0.0,12,0,False,-1.0,,,,10,2
20_p15,computation,310,232,232,0,0.0,12,0,False,1.0,,,,10,2
3_p23,computation,309,130,130,0,0.0,8,0,False,1.0,,,,10,2
7_p36,computation,361,131,131,0,0.0,11,0,False,2.0,,,,10,2
16_p44,computation,317,249,249,0,0.0,10,0,False,-1.0,,,,10,2
18_p14,computation,361,139,139,0,0.0,2,0,False,1.0,,,,10,2
19_p44,computation,327,140,140,0,0.0,8,0,False,1.0,,,,10,2
1_p31,computation,369,140,140,0,0.0,10,0,False,2.0,,,,10,2
22_p25,computation,325,140,140,0,0.0,8,0,False,2.0,,,,10,2
8_p20,computation,328,132,132,0,0.0,4,0,False,1.0,,,,10,2
0_p28,computation,342,141,141,0,0.0,10,0,False,1.0,,,,10,2
17_p39,computation,375,133,133,0,0.0,13,0,False,3.0,,,,10,2
10_p46,computation,345,131,131,0,0.0,8,0,False,1.0,,,,10,2
10_p20,computation,394,133,133,0,0.0,6,0,False,1.0,,,,10,2
6_p18,computation,368,147,147,0,0.0,6,0,False,1.0,,,,10,2
0_p19,computation,361,289,285,-4,-0.01384083044982699,5,-1,False,1.0,,,,10,2
15_p10,computation,393,257,261,4,0.01556420233463035,5,0,False,0.3330000000000002,,,,10,2
21_p31,computation,355,246,246,0,0.0,10,0,False,-1.0,,,,10,2
6_p39,computation,367,134,134,0,0.0,8,0,False,1.0,,,,10,2
2_p21,computation,354,126,126,0,0.0,2,0,False,1.0,,,,10,2
15_p1,computation,361,148,148,0,0.0,8,0,False,1.0,,,,10,2
3_p45,computation,414,250,258,8,0.032,11,0,False,-1.334,,,,10,2
7_p6,computation,401,133,133,0,0.0,10,0,False,1.0,,,,10,2
9_p24,computation,378,141,141,0,0.0,10,0,False,1.0,,,,10,2
6_p46,computation,370,142,142,0,0.0,11,0,False,-2.0,,,,10,2
12_p44,computation,397,258,258,0,0.0,10,0,False,-1.0,,,,10,2
0_p19,computation,392,269,273,4,0.01486988847583643,5,0,False,0.375,,,,10,2
7_p41,computation,459,295,299,4,0.013559322033898305,7,0,False,0.19999999999999996,,,,10,2
9_p47,computation,468,143,143,0,0.0,6,0,False,1.0,,,,10,2
21_p19,computation,440,152,148,-4,-0.02631578947368421,5,-1,False,-1.0,,,,10,2
1_p43,dependency_redirect,132,233,265,32,0.13733905579399142,33,1,False,1.0,,,,10,2
4_p2,dependency_redirect,139,147,147,0,0.0,6,0,False,-3.0,,,,10,2
13_p6,dependency_redirect,127,142,142,0,0.0,5,0,False,-1.0,,,,10,2
16_p33,dependency_redirect,159,261,277,16,0.06130268199233716,17,0,True,0.0,,,,10,2
15_p4,dependency_redirect,96,138,138,0,0.0,6,0,True,0.0,,,,10,2
6_p40,dependency_redirect,99,130,130,0,0.0,8,0,False,-3.0,,,,10,2
14_p40,dependency_redirect,99,130,130,0,0.0,12,0,False,-3.0,,,,10,2
22_p3,dependency_redirect,96,138,138,0,0.0,7,0,False,-4.0,,,,10,2
18_p9,dependency_redirect,103,140,140,0,0.0,7,0,False,-3.0,,,,10,2
20_p3,dependency_redirect,107,132,132,0,0.0,6,0,False,-1.0,,,,10,2
21_p12,dependency_redirect,107,136,136,0,0.0,6,0,True,0.0,,,,10,2
15_p33,dependency_redirect,91,133,133,0,0.0,7,0,False,-6.0,,,,10,2
20_p40,dependency_redirect,92,146,146,0,0.0,4,0,False,1.0,,,,10,2
2_p25,dependency_redirect,98,138,138,0,0.0,4,0,False,1.0,,,,10,2
6_p34,dependency_redirect,104,140,140,0,0.0,7,0,False,-8.0,,,,10,2
14_p33,dependency_redirect,107,130,130,0,0.0,4,0,False,-7.0,,,,10,2
22_p43,dependency_redirect,104,140,140,0,0.0,5,0,False,-2.0,,,,10,2
14_p11,dependency_redirect,103,140,140,0,0.0,7,0,False,-15.0,,,,10,2
0_p18,dependency_redirect,104,153,153,0,0.0,7,0,False,-12.0,,,,10,2
15_p28,dependency_redirect,103,140,140,0,0.0,7,0,False,-4.0,,,,10,2
10_p30,dependency_redirect,107,130,130,0,0.0,6,0,True,0.0,,,,10,2
9_p41,dependency_redirect,103,146,146,0,0.0,4,0,False,-10.0,,,,10,2
4_p5,dependency_redirect,107,130,130,0,0.0,6,0,False,-1.0,,,,10,2
8_p29,dependency_redirect,108,132,132,0,0.0,6,0,True,0.0,,,,10,2
22_p8,dependency_redirect,106,132,132,0,0.0,8,0,False,2.0,,,,10,2
13_p24,dependency_redirect,106,142,142,0,0.0,5,0,False,-4.0,,,,10,2
1_p14,dependency_redirect,105,131,131,0,0.0,6,0,True,0.0,,,,10,2
3_p41,dependency_redirect,107,132,132,0,0.0,10,0,False,-1.0,,,,10,2
12_p12,dependency_redirect,107,130,130,0,0.0,6,0,True,0.0,,,,10,2
22_p1,dependency_redirect,106,132,132,0,0.0,8,0,False,-2.0,,,,10,2
7_p45,dependency_redirect,106,132,132,0,0.0,4,0,False,-3.0,,,,10,2
10_p0,dependency_redirect,104,140,140,0,0.0,5,0,False,-3.0,,,,10,2
20_p40,dependency_redirect,106,132,132,0,0.0,6,0,False,-4.0,,,,10,2
4_p8,dependency_redirect,107,132,132,0,0.0,8,0,False,-4.0,,,,10,2
9_p42,dependency_redirect,106,132,132,0,0.0,10,0,False,2.0,,,,10,2
5_p20,dependency_redirect,103,140,140,0,0.0,9,0,False,-12.0,,,,10,2
13_p45,dependency_redirect,107,261,295,34,0.13026819923371646,34,1,True,0.0,,,,10,2
2_p12,dependency_redirect,107,132,132,0,0.0,8,0,False,-1.0,,,,10,2
3_p34,dependency_redirect,107,136,136,0,0.0,6,0,True,0.0,,,,10,2
12_p34,dependency_redirect,106,134,134,0,0.0,5,0,False,-3.0,,,,10,2
11_p38,dependency_redirect,106,132,132,0,0.0,12,0,False,12.0,,,,10,2
5_p35,dependency_redirect,106,132,132,0,0.0,8,0,False,-2.0,,,,10,2
14_p44,dependency_redirect,114,132,132,0,0.0,6,0,False,2.0,,,,10,2
